num visits,num species,NLCD2011_FS_C11_375_PLAND,NLCD2011_FS_C12_375_PLAND,NLCD2011_FS_C21_375_PLAND,NLCD2011_FS_C22_375_PLAND,NLCD2011_FS_C23_375_PLAND,NLCD2011_FS_C24_375_PLAND,NLCD2011_FS_C31_375_PLAND,NLCD2011_FS_C41_375_PLAND,NLCD2011_FS_C42_375_PLAND,NLCD2011_FS_C43_375_PLAND,NLCD2011_FS_C52_375_PLAND,NLCD2011_FS_C71_375_PLAND,NLCD2011_FS_C81_375_PLAND,NLCD2011_FS_C82_375_PLAND,NLCD2011_FS_C90_375_PLAND,NLCD2011_FS_C95_375_PLAND,HOUSING_DENSITY,HOUSING_PERCENT_VACANT,ELEV_GT,DIST_FROM_FLOWING_FRESH,DIST_IN_FLOWING_FRESH,DIST_FROM_STANDING_FRESH,DIST_IN_STANDING_FRESH,DIST_FROM_WET_VEG_FRESH,DIST_IN_WET_VEG_FRESH,DIST_FROM_FLOWING_BRACKISH,DIST_IN_FLOWING_BRACKISH,DIST_FROM_STANDING_BRACKISH,DIST_IN_STANDING_BRACKISH,DIST_FROM_WET_VEG_BRACKISH,DIST_IN_WET_VEG_BRACKISH,LATITUDE,LONGITUDE,LOC_ID461.00000,192.00000,97.06691,0.00000,19.37908,9.36029,27.94156,1.77319,1.26871,84.89974,1.13287,8.43849,17.14813,1.23481,69.26854,0.03697,18.25142,1.66165,460.35480,0.05476,379.00000,4.00000,7.00000,5.00000,7.00000,3.00000,7.00000,5.00000,5.00000,9.00000,8.00000,8.00000,1.00000,42.00000,-75.00000,0.60140
308.00000,134.00000,4.90164,0.00000,2.46896,29.00845,28.53178,2.74873,0.95965,81.88501,13.62675,13.45043,16.76995,0.17657,8.71508,6.55967,16.29355,1.81843,194.25091,0.04076,121.00000,4.00000,7.00000,7.00000,9.00000,2.00000,2.00000,7.00000,8.00000,9.00000,1.00000,7.00000,8.00000,42.00173,-75.00173,0.22532
368.00000,320.00000,8.49265,0.00000,17.83511,25.64211,19.93277,5.24027,0.84556,41.23937,10.93672,11.10694,18.51218,0.09678,10.84208,13.99273,1.07787,1.50122,169.47559,0.00785,97.00000,4.00000,7.00000,0.00000,4.00000,1.00000,2.00000,7.00000,4.00000,5.00000,0.00000,2.00000,2.00000,42.00345,-75.00345,0.32539
907.00000,421.00000,97.82192,0.00000,11.95408,17.61723,32.29830,10.21147,1.90194,61.77316,8.20928,0.07624,17.80867,0.30490,12.49646,29.26179,11.25315,0.40017,325.24737,0.03577,250.00000,4.00000,3.00000,4.00000,3.00000,0.00000,8.00000,6.00000,8.00000,2.00000,2.00000,2.00000,3.00000,42.00518,-75.00518,0.71067
999.00000,77.00000,34.99963,0.00000,15.28501,8.26742,12.27308,4.43130,0.66735,42.95822,3.67603,18.00899,16.00935,1.02610,16.10086,26.21160,19.18535,1.49157,92.48699,0.04411,205.00000,3.00000,5.00000,4.00000,0.00000,6.00000,0.00000,7.00000,2.00000,8.00000,5.00000,1.00000,1.00000,42.00690,-75.00690,0.87461
57.00000,429.00000,67.81422,0.00000,17.87871,39.38797,28.69094,1.73897,1.78706,93.12669,5.24664,9.93147,11.39574,0.64523,41.89487,15.64742,15.08055,0.80806,112.71503,0.06538,103.00000,2.00000,8.00000,5.00000,8.00000,4.00000,4.00000,7.00000,9.00000,7.00000,7.00000,3.00000,8.00000,42.00863,-75.00863,0.30446
605.00000,325.00000,31.22355,0.00000,1.72506,29.56815,33.41001,13.98093,0.99254,78.23441,11.58109,4.59421,7.91273,1.35219,2.92655,10.26038,5.61293,0.15276,36.26589,0.04376,417.00000,1.00000,8.00000,8.00000,7.00000,5.00000,3.00000,5.00000,0.00000,4.00000,9.00000,6.00000,6.00000,42.01035,-75.01035,0.24827
50.00000,363.00000,0.39978,0.00000,5.21786,6.61495,36.76625,10.94049,1.58109,26.03157,10.50473,12.22684,2.75466,0.43443,58.49181,15.26785,6.79262,1.94952,57.83620,0.09786,28.00000,0.00000,8.00000,8.00000,4.00000,0.00000,0.00000,3.00000,6.00000,0.00000,8.00000,7.00000,5.00000,42.01208,-75.01208,0.82550
473.00000,145.00000,30.20662,0.00000,15.68426,22.56878,40.12796,7.64052,0.30553,27.81166,13.06364,17.77410,4.97865,1.84754,91.54598,18.43515,7.27029,0.10869,387.92149,0.08861,33.00000,3.00000,8.00000,8.00000,4.00000,4.00000,8.00000,2.00000,5.00000,8.00000,7.00000,9.00000,6.00000,42.01381,-75.01381,0.45268
729.00000,382.00000,45.64877,0.00000,16.65561,47.85444,10.29451,11.18606,0.97399,62.82083,18.07258,17.69361,11.98167,1.37774,71.67364,60.90345,3.85388,0.25535,409.45719,0.03926,307.00000,3.00000,0.00000,0.00000,6.00000,9.00000,4.00000,2.00000,8.00000,2.00000,3.00000,8.00000,3.00000,42.01553,-75.01553,0.67343
507.00000,265.00000,38.07988,0.00000,8.07130,7.47627,14.06200,5.69667,0.12138,17.23572,5.62449,11.25202,1.93838,1.64716,4.27598,65.28255,16.60013,1.20836,137.12205,0.09062,383.00000,2.00000,6.00000,6.00000,4.00000,3.00000,5.00000,6.00000,9.00000,4.00000,0.00000,3.00000,5.00000,42.01726,-75.01726,0.04331
270.00000,339.00000,71.27610,0.00000,11.67767,34.23020,16.35830,18.49264,0.60159,98.12214,16.56520,14.50584,16.71437,1.31780,54.24871,49.75544,4.11003,0.53968,406.59274,0.04595,182.00000,4.00000,4.00000,0.00000,1.00000,8.00000,8.00000,3.00000,8.00000,1.00000,0.00000,4.00000,6.00000,42.01898,-75.01898,0.70033
814.00000,417.00000,39.35553,0.00000,5.20560,37.42366,6.29108,11.94705,0.50867,79.05646,11.79746,0.84872,8.10714,0.91084,7.70526,27.49113,4.96933,0.16680,132.39495,0.02400,90.00000,1.00000,4.00000,0.00000,3.00000,8.00000,0.00000,0.00000,4.00000,2.00000,3.00000,4.00000,4.00000,42.02071,-75.02071,0.79936
726.00000,373.00000,54.10583,0.00000,12.69821,0.65282,31.48580,0.04711,0.86248,83.85803,7.09222,6.72236,18.67470,1.04532,27.80038,63.90294,14.09892,0.31578,442.29060,0.09115,405.00000,1.00000,5.00000,0.00000,9.00000,8.00000,5.00000,1.00000,9.00000,6.00000,3.00000,7.00000,2.00000,42.02243,-75.02243,0.92903
794.00000,8.00000,26.68679,0.00000,17.05247,11.52857,49.31660,2.32032,0.70882,97.76538,13.13486,0.45389,6.67200,0.25626,72.12509,62.69753,8.91335,0.60292,360.62206,0.00456,104.00000,0.00000,0.00000,1.00000,7.00000,1.00000,4.00000,9.00000,6.00000,0.00000,5.00000,7.00000,7.00000,42.02416,-75.02416,0.47815
242.00000,334.00000,36.57466,0.00000,12.37872,24.35756,16.26010,0.44152,1.69536,42.99620,12.75405,0.35287,18.63164,0.83226,90.32646,40.84510,19.13021,1.91814,1.84155,0.05109,283.00000,4.00000,2.00000,2.00000,7.00000,2.00000,1.00000,1.00000,6.00000,8.00000,4.00000,6.00000,7.00000,42.02588,-75.02588,0.83456
193.00000,183.00000,42.23631,0.00000,13.68556,43.23104,0.51221,18.48044,1.01447,74.06666,15.78620,17.13967,1.41207,1.56912,89.49896,3.93151,8.60027,0.08447,387.55256,0.07170,166.00000,3.00000,5.00000,2.00000,4.00000,1.00000,0.00000,7.00000,1.00000,0.00000,9.00000,7.00000,8.00000,42.02761,-75.02761,0.17472
37.00000,34.00000,11.03417,0.00000,14.44789,15.18403,15.42002,6.26290,0.11477,74.63451,16.56702,2.51829,19.68039,0.20486,33.64051,37.40473,17.48703,0.32662,58.28595,0.04851,119.00000,3.00000,7.00000,8.00000,0.00000,5.00000,3.00000,4.00000,1.00000,8.00000,7.00000,2.00000,5.00000,42.02934,-75.02934,0.02132
476.00000,499.00000,93.24560,0.00000,13.74254,3.20296,18.15462,12.73184,0.23314,59.49398,0.67302,3.41082,7.15249,0.87162,74.17219,46.80698,15.28919,0.28484,427.18784,0.04652,401.00000,1.00000,3.00000,1.00000,9.00000,0.00000,4.00000,0.00000,5.00000,8.00000,0.00000,0.00000,5.00000,42.03106,-75.03106,0.61245
